"","Date","New Zealand Emissions Trading System","European Union Emissions Trading System","Korean Emissions Trading System","United Kingdom Emissions Trading Scheme","China National Emissions Trading System","Hubei (Pilot) Emissions Trading System"
"77",2010-04-23,"20.4","14.61",NA,NA,NA,NA
"78",2010-04-26,"20.4","15.36",NA,NA,NA,NA
"79",2010-04-27,"20.4","15.44",NA,NA,NA,NA
"80",2010-04-28,"20.4","14.92",NA,NA,NA,NA
"81",2010-04-29,"20.4","15.31",NA,NA,NA,NA
"82",2010-04-30,"20.4","15.59",NA,NA,NA,NA
"83",2010-05-03,"20.4","16.28",NA,NA,NA,NA
"84",2010-05-04,"20.4","15.79",NA,NA,NA,NA
"85",2010-05-05,"20.4","15.56",NA,NA,NA,NA
"86",2010-05-06,"20.4","16.05",NA,NA,NA,NA
"87",2010-05-07,"20.4","15.58",NA,NA,NA,NA
"88",2010-05-10,"20.4","15.28",NA,NA,NA,NA
"89",2010-05-11,"20.4","15.27",NA,NA,NA,NA
"90",2010-05-12,"20.4","15.61",NA,NA,NA,NA
"91",2010-05-13,"20.4",NA,NA,NA,NA,NA
"92",2010-05-14,"20.4","15.71",NA,NA,NA,NA
"93",2010-05-17,"20.4","14.93",NA,NA,NA,NA
"94",2010-05-18,"17.57","15.11",NA,NA,NA,NA
"95",2010-05-19,"17.57","14.86",NA,NA,NA,NA
"96",2010-05-20,"17.57","14.27",NA,NA,NA,NA
"97",2010-05-21,"17.57","14.42",NA,NA,NA,NA
"98",2010-05-24,"17.57",NA,NA,NA,NA,NA
"99",2010-05-25,"17.57","14.96",NA,NA,NA,NA
"100",2010-05-26,"17.57","15.36",NA,NA,NA,NA
"101",2010-05-27,"17.57","15.39",NA,NA,NA,NA
"102",2010-05-28,"17.57","15",NA,NA,NA,NA
"103",2010-05-31,"17.57","14.95",NA,NA,NA,NA
"104",2010-06-01,"17.57","14.91",NA,NA,NA,NA
"105",2010-06-02,"17.57","15.07",NA,NA,NA,NA
"106",2010-06-03,"17.57","15.11",NA,NA,NA,NA
"107",2010-06-04,"17.57","15.2",NA,NA,NA,NA
"108",2010-06-07,NA,"15.01",NA,NA,NA,NA
"109",2010-06-08,"17.57","15.35",NA,NA,NA,NA
"110",2010-06-09,"17.57","15.67",NA,NA,NA,NA
"111",2010-06-10,"17.57","15.48",NA,NA,NA,NA
"112",2010-06-11,"17.57","15.47",NA,NA,NA,NA
"113",2010-06-14,"17.57","15.7",NA,NA,NA,NA
"114",2010-06-15,"17.57","15.71",NA,NA,NA,NA
"115",2010-06-16,"17.57","15.52",NA,NA,NA,NA
"116",2010-06-17,"17.7","15.47",NA,NA,NA,NA
"117",2010-06-18,"17.7","15.68",NA,NA,NA,NA
"118",2010-06-21,"17.75","15.69",NA,NA,NA,NA
"119",2010-06-22,"17.75","15.27",NA,NA,NA,NA
"120",2010-06-23,"17.75","15.23",NA,NA,NA,NA
"121",2010-06-24,"17.35","15.21",NA,NA,NA,NA
"122",2010-06-25,"17.35","15.14",NA,NA,NA,NA
"123",2010-06-28,"17.75","15.26",NA,NA,NA,NA
"124",2010-06-29,"18.2","15.05",NA,NA,NA,NA
"125",2010-06-30,"18.2","15.08",NA,NA,NA,NA
"126",2010-07-01,"18.2","15.09",NA,NA,NA,NA
"127",2010-07-02,"18.2","15.17",NA,NA,NA,NA
"128",2010-07-05,"18.2","15.11",NA,NA,NA,NA
"129",2010-07-06,"18.2","15.14",NA,NA,NA,NA
"130",2010-07-07,"18.2","14.8",NA,NA,NA,NA
"131",2010-07-08,"18.45","14.44",NA,NA,NA,NA
"132",2010-07-09,"18.35","14.6",NA,NA,NA,NA
"133",2010-07-12,"18.35","14.05",NA,NA,NA,NA
"134",2010-07-13,"18.35","13.94",NA,NA,NA,NA
"135",2010-07-14,"18.35","13.6",NA,NA,NA,NA
"136",2010-07-15,"18.35","13.79",NA,NA,NA,NA
"137",2010-07-16,"18.35","14.28",NA,NA,NA,NA
"138",2010-07-19,"18.35","14.33",NA,NA,NA,NA
"139",2010-07-20,"18.35","14.19",NA,NA,NA,NA
"140",2010-07-21,"18.38","13.85",NA,NA,NA,NA
"141",2010-07-22,"18.38","14.09",NA,NA,NA,NA
"142",2010-07-23,"18.38","14.04",NA,NA,NA,NA
"143",2010-07-26,"18.38","13.66",NA,NA,NA,NA
"144",2010-07-27,"18.38","13.48",NA,NA,NA,NA
"145",2010-07-28,"18.38","13.58",NA,NA,NA,NA
"146",2010-07-29,"18.38","13.92",NA,NA,NA,NA
"147",2010-07-30,"18.38","13.96",NA,NA,NA,NA
"148",2010-08-02,"18.38","14.29",NA,NA,NA,NA
"149",2010-08-03,"18.38","14.34",NA,NA,NA,NA
"150",2010-08-04,"18.38","14.26",NA,NA,NA,NA
"151",2010-08-05,"18.38","14.26",NA,NA,NA,NA
"152",2010-08-06,"18.38","14.11",NA,NA,NA,NA
"153",2010-08-09,"18.38","14.32",NA,NA,NA,NA
"154",2010-08-10,"18.55","14.38",NA,NA,NA,NA
"155",2010-08-11,"18.55","14.33",NA,NA,NA,NA
"156",2010-08-12,"18.55","14.23",NA,NA,NA,NA
"157",2010-08-13,"18.55","14.4",NA,NA,NA,NA
"158",2010-08-16,"18.55","14.31",NA,NA,NA,NA
"159",2010-08-17,"18.55","14.39",NA,NA,NA,NA
"160",2010-08-18,"18.55","14.27",NA,NA,NA,NA
"161",2010-08-19,"18.55","14.61",NA,NA,NA,NA
"162",2010-08-20,"18.55","14.94",NA,NA,NA,NA
"163",2010-08-23,"18.55","14.84",NA,NA,NA,NA
"164",2010-08-24,"18.55","14.77",NA,NA,NA,NA
"165",2010-08-25,"18.55","15.23",NA,NA,NA,NA
"166",2010-08-26,"18.55","15.27",NA,NA,NA,NA
"167",2010-08-27,"18.55","15.18",NA,NA,NA,NA
"168",2010-08-30,"18.55","15.3",NA,NA,NA,NA
"169",2010-08-31,"18.55","15.26",NA,NA,NA,NA
"170",2010-09-01,"19","15.27",NA,NA,NA,NA
"171",2010-09-02,"19","15.66",NA,NA,NA,NA
"172",2010-09-03,"19","15.63",NA,NA,NA,NA
"173",2010-09-06,"19","15.67",NA,NA,NA,NA
"174",2010-09-07,"19","15.64",NA,NA,NA,NA
"175",2010-09-08,"19","15.61",NA,NA,NA,NA
"176",2010-09-09,"19","15.46",NA,NA,NA,NA
"177",2010-09-10,"19","15.13",NA,NA,NA,NA
"178",2010-09-13,"19","15.31",NA,NA,NA,NA
"179",2010-09-14,"19","15.18",NA,NA,NA,NA
"180",2010-09-15,"19","15.32",NA,NA,NA,NA
"181",2010-09-16,"20.5","15.17",NA,NA,NA,NA
"182",2010-09-17,"20.5","15.2",NA,NA,NA,NA
"183",2010-09-20,"20.5","15",NA,NA,NA,NA
"184",2010-09-21,"20.5","14.78",NA,NA,NA,NA
"185",2010-09-22,"20.5","14.93",NA,NA,NA,NA
"186",2010-09-23,"20.5","14.82",NA,NA,NA,NA
"187",2010-09-24,"20.5","15.19",NA,NA,NA,NA
"188",2010-09-27,"20.5","15.27",NA,NA,NA,NA
"189",2010-09-28,"20.5","15.57",NA,NA,NA,NA
"190",2010-09-29,"20.5","15.57",NA,NA,NA,NA
"191",2010-09-30,"19.4","15.45",NA,NA,NA,NA
"192",2010-10-01,"19.4","15.22",NA,NA,NA,NA
"193",2010-10-04,"19.4","15.23",NA,NA,NA,NA
"194",2010-10-05,"19.4","15.44",NA,NA,NA,NA
"195",2010-10-06,"19.4","15.51",NA,NA,NA,NA
"196",2010-10-07,"19.4","15.43",NA,NA,NA,NA
"197",2010-10-08,"19.4","15.52",NA,NA,NA,NA
"198",2010-10-11,"19.4","15.67",NA,NA,NA,NA
"199",2010-10-12,"19.4","15.65",NA,NA,NA,NA
"200",2010-10-13,"19.4","15.68",NA,NA,NA,NA
"201",2010-10-14,"19.4","15.48",NA,NA,NA,NA
"202",2010-10-15,"19.4","15.44",NA,NA,NA,NA
"203",2010-10-18,"19.4","15.27",NA,NA,NA,NA
"204",2010-10-19,"19.4","15.12",NA,NA,NA,NA
"205",2010-10-20,"19.4","15.01",NA,NA,NA,NA
"206",2010-10-21,"19.4","14.98",NA,NA,NA,NA
"207",2010-10-22,"19.4","14.91",NA,NA,NA,NA
"208",2010-10-25,NA,"15.15",NA,NA,NA,NA
"209",2010-10-26,"19.4","15.01",NA,NA,NA,NA
"210",2010-10-27,"20.05","15",NA,NA,NA,NA
"211",2010-10-28,"20.05","14.86",NA,NA,NA,NA
"212",2010-10-29,"20.05","14.63",NA,NA,NA,NA
"213",2010-11-01,"20.05","14.62",NA,NA,NA,NA
"214",2010-11-02,"20.05","14.65",NA,NA,NA,NA
"215",2010-11-03,"20.05","14.76",NA,NA,NA,NA
"216",2010-11-04,"20.05","14.41",NA,NA,NA,NA
"217",2010-11-05,"20.42","14.43",NA,NA,NA,NA
"218",2010-11-08,"20.42","14.19",NA,NA,NA,NA
"219",2010-11-09,"21","14.26",NA,NA,NA,NA
"220",2010-11-10,"21","14.49",NA,NA,NA,NA
"221",2010-11-11,"21","14.78",NA,NA,NA,NA
"222",2010-11-12,"21","14.91",NA,NA,NA,NA
"223",2010-11-15,"21","15.05",NA,NA,NA,NA
"224",2010-11-16,"21","14.68",NA,NA,NA,NA
"225",2010-11-17,"21","14.89",NA,NA,NA,NA
"226",2010-11-18,"21","14.98",NA,NA,NA,NA
"227",2010-11-19,"21","14.9",NA,NA,NA,NA
"228",2010-11-22,"21","15.06",NA,NA,NA,NA
"229",2010-11-23,"21","14.95",NA,NA,NA,NA
"230",2010-11-24,"20.8","15.15",NA,NA,NA,NA
"231",2010-11-25,"20.8","15.08",NA,NA,NA,NA
"232",2010-11-26,"20.8","15.02",NA,NA,NA,NA
"233",2010-11-29,"19","14.96",NA,NA,NA,NA
"234",2010-11-30,"20.74","14.66",NA,NA,NA,NA
"235",2010-12-01,"20.56","14.84",NA,NA,NA,NA
"236",2010-12-02,"20","14.82",NA,NA,NA,NA
"237",2010-12-03,"20","14.68",NA,NA,NA,NA
"238",2010-12-06,"21.42","14.81",NA,NA,NA,NA
"239",2010-12-07,"21.42","14.73",NA,NA,NA,NA
"240",2010-12-08,"21.42","14.63",NA,NA,NA,NA
"241",2010-12-09,"21.42","14.53",NA,NA,NA,NA
"242",2010-12-10,"21.42","14.51",NA,NA,NA,NA
"243",2010-12-13,"20.88","14.51",NA,NA,NA,NA
"244",2010-12-14,"20.88","14.42",NA,NA,NA,NA
"245",2010-12-15,"20.88","14.24",NA,NA,NA,NA
"246",2010-12-16,"20.38","14.27",NA,NA,NA,NA
"247",2010-12-17,"20.38","13.96",NA,NA,NA,NA
"248",2010-12-20,"20.38","13.72",NA,NA,NA,NA
"249",2010-12-21,"20.38","13.85",NA,NA,NA,NA
"250",2010-12-22,"20.3","13.96",NA,NA,NA,NA
"251",2010-12-23,"20.3","13.78",NA,NA,NA,NA
"252",2010-12-24,"20.3",NA,NA,NA,NA,NA
"253",2010-12-27,NA,"13.65",NA,NA,NA,NA
"254",2010-12-28,NA,"13.7",NA,NA,NA,NA
"255",2010-12-29,"20.3","13.86",NA,NA,NA,NA
"256",2010-12-30,"20.3","13.8",NA,NA,NA,NA
"257",2010-12-31,"20.3",NA,NA,NA,NA,NA
"258",2011-01-03,NA,"13.8",NA,NA,NA,NA
"259",2011-01-04,NA,"14.05",NA,NA,NA,NA
"260",2011-01-05,"20.3","14.19",NA,NA,NA,NA
"261",2011-01-06,"20.3","14.4",NA,NA,NA,NA
"262",2011-01-07,"20.3","14.34",NA,NA,NA,NA
"263",2011-01-10,"20.3","14.13",NA,NA,NA,NA
"264",2011-01-11,"20.3","13.99",NA,NA,NA,NA
"265",2011-01-12,"20.3","13.89",NA,NA,NA,NA
"266",2011-01-13,"20.3","13.99",NA,NA,NA,NA
"267",2011-01-14,"20.3","14.08",NA,NA,NA,NA
"268",2011-01-17,"20.3","14.23",NA,NA,NA,NA
"269",2011-01-18,"20.3","14.27",NA,NA,NA,NA
"270",2011-01-19,"19.3","14.21",NA,NA,NA,NA
"271",2011-01-20,"19.3","14.11",NA,NA,NA,NA
"272",2011-01-21,"19.3","14.19",NA,NA,NA,NA
"273",2011-01-24,NA,"14.3",NA,NA,NA,NA
"274",2011-01-25,"19.27","14.39",NA,NA,NA,NA
"275",2011-01-26,"19.27","14.73",NA,NA,NA,NA
"276",2011-01-27,"19.3","14.42",NA,NA,NA,NA
"277",2011-01-28,"19.4","14.42",NA,NA,NA,NA
"278",2011-01-31,NA,"14.57",NA,NA,NA,NA
"279",2011-02-01,"19.1","14.51",NA,NA,NA,NA
"280",2011-02-02,"19.1","14.7",NA,NA,NA,NA
"281",2011-02-03,"19.1","14.43",NA,NA,NA,NA
"282",2011-02-04,"19.1","14.35",NA,NA,NA,NA
"283",2011-02-07,"19.1","14.28",NA,NA,NA,NA
"284",2011-02-08,"19.1","14.44",NA,NA,NA,NA
"285",2011-02-09,"19.1","14.45",NA,NA,NA,NA
"286",2011-02-10,"19.4","14.4",NA,NA,NA,NA
"287",2011-02-11,"19.4","14.48",NA,NA,NA,NA
"288",2011-02-14,"19.3","14.45",NA,NA,NA,NA
"289",2011-02-15,"19.3","14.46",NA,NA,NA,NA
"290",2011-02-16,"19.3","14.51",NA,NA,NA,NA
"291",2011-02-17,"19.3","14.58",NA,NA,NA,NA
"292",2011-02-18,"19.15","14.7",NA,NA,NA,NA
"293",2011-02-21,"19.15","14.74",NA,NA,NA,NA
"294",2011-02-22,"19.15","14.99",NA,NA,NA,NA
"295",2011-02-23,"18.75","14.9",NA,NA,NA,NA
"296",2011-02-24,"18.75","14.95",NA,NA,NA,NA
"297",2011-02-25,"18.75","14.98",NA,NA,NA,NA
"298",2011-02-28,"18.75","15.03",NA,NA,NA,NA
"299",2011-03-01,"18.75","14.95",NA,NA,NA,NA
"300",2011-03-02,"18.75","15.1",NA,NA,NA,NA
"301",2011-03-03,"18.75","14.85",NA,NA,NA,NA
"302",2011-03-04,"20","15.44",NA,NA,NA,NA
"303",2011-03-07,"20.1","14.9",NA,NA,NA,NA
"304",2011-03-08,"20.1","14.9",NA,NA,NA,NA
"305",2011-03-09,"20.1","14.9",NA,NA,NA,NA
"306",2011-03-10,"20.1","15.43",NA,NA,NA,NA
"307",2011-03-11,"20","15.42",NA,NA,NA,NA
"308",2011-03-14,"20.01","15.03",NA,NA,NA,NA
"309",2011-03-15,"20.01","16.3",NA,NA,NA,NA
"310",2011-03-16,"20.01","16.4",NA,NA,NA,NA
"311",2011-03-17,"21.1","16.23",NA,NA,NA,NA
"312",2011-03-18,"21.1","16.1",NA,NA,NA,NA
"313",2011-03-21,"21.1","16.1",NA,NA,NA,NA
"314",2011-03-22,"21.1","16.1",NA,NA,NA,NA
"315",2011-03-23,"21.1","16.25",NA,NA,NA,NA
"316",2011-03-24,"21.1","16.05",NA,NA,NA,NA
"317",2011-03-25,"21.1","16.4",NA,NA,NA,NA
"318",2011-03-28,"21.1","16.55",NA,NA,NA,NA
"319",2011-03-29,"21.1","16.4",NA,NA,NA,NA
"320",2011-03-30,"21.1","16.2",NA,NA,NA,NA
"321",2011-03-31,"21.1","16.45",NA,NA,NA,NA
"322",2011-04-01,"21.1","16.83",NA,NA,NA,NA
"323",2011-04-04,"21.1","16.59",NA,NA,NA,NA
"324",2011-04-05,"20.2","16.28",NA,NA,NA,NA
"325",2011-04-06,"20.2","16.43",NA,NA,NA,NA
"326",2011-04-07,"20.2","16.45",NA,NA,NA,NA
"327",2011-04-08,"20.2","16.43",NA,NA,NA,NA
"328",2011-04-11,"20.2","16.18",NA,NA,NA,NA
"329",2011-04-12,"20.4","16.15",NA,NA,NA,NA
"330",2011-04-13,"20.4","16.03",NA,NA,NA,NA
"331",2011-04-14,"20.4","16.1",NA,NA,NA,NA
"332",2011-04-15,"20.4","16.45",NA,NA,NA,NA
"333",2011-04-18,"20.25","16.17",NA,NA,NA,NA
"334",2011-04-19,"20.25","16.11",NA,NA,NA,NA
"335",2011-04-20,"20.25","16.2",NA,NA,NA,NA
"336",2011-04-21,"20.35","16.21",NA,NA,NA,NA
"337",2011-04-26,"20.35","16.1",NA,NA,NA,NA
"338",2011-04-27,"20.3","16.23",NA,NA,NA,NA
"339",2011-04-28,"20.3","16.49",NA,NA,NA,NA
"340",2011-04-29,"20.3","16.39",NA,NA,NA,NA
"341",2011-05-02,"20.5","16.5",NA,NA,NA,NA
"342",2011-05-03,"20.5","16.7",NA,NA,NA,NA
"343",2011-05-04,"20.5","16.73",NA,NA,NA,NA
"344",2011-05-05,"20.5","16.69",NA,NA,NA,NA
"345",2011-05-06,"20.37","16.45",NA,NA,NA,NA
"346",2011-05-09,"20.37","16.6",NA,NA,NA,NA
"347",2011-05-10,"20.3","16.59",NA,NA,NA,NA
"348",2011-05-11,"19.9","16.57",NA,NA,NA,NA
"349",2011-05-12,"20.25","16.41",NA,NA,NA,NA
"350",2011-05-13,"20.25","16.46",NA,NA,NA,NA
"351",2011-05-16,"20.25","16.4",NA,NA,NA,NA
"352",2011-05-17,"20.25","16.43",NA,NA,NA,NA
"353",2011-05-18,"20.05","16.17",NA,NA,NA,NA
"354",2011-05-19,"20.1","16.18",NA,NA,NA,NA
"355",2011-05-20,"20.1","16.03",NA,NA,NA,NA
"356",2011-05-23,"20.1","15.88",NA,NA,NA,NA
"357",2011-05-24,"20.1","15.98",NA,NA,NA,NA
"358",2011-05-25,"20.1","15.85",NA,NA,NA,NA
"359",2011-05-26,"19.78","16.02",NA,NA,NA,NA
"360",2011-05-27,"19.85","16.41",NA,NA,NA,NA
"361",2011-05-30,"19.85","16.83",NA,NA,NA,NA
"362",2011-05-31,"19.85","16.84",NA,NA,NA,NA
"363",2011-06-01,"19.85","16.63",NA,NA,NA,NA
"364",2011-06-02,"19.85",NA,NA,NA,NA,NA
"365",2011-06-03,"19.85","16.51",NA,NA,NA,NA
"366",2011-06-06,NA,"16.45",NA,NA,NA,NA
"367",2011-06-07,"19.85","16.38",NA,NA,NA,NA
"368",2011-06-08,"19.85","16.22",NA,NA,NA,NA
"369",2011-06-09,"19.85","16.37",NA,NA,NA,NA
"370",2011-06-10,"19.85","16.31",NA,NA,NA,NA
"371",2011-06-13,"19.85",NA,NA,NA,NA,NA
"372",2011-06-14,"19.85","16.15",NA,NA,NA,NA
"373",2011-06-15,"19.85","16.03",NA,NA,NA,NA
"374",2011-06-16,"19.85","15.83",NA,NA,NA,NA
"375",2011-06-17,"19.85","15.34",NA,NA,NA,NA
"376",2011-06-20,"19.5","14.98",NA,NA,NA,NA
"377",2011-06-21,"19.25","14.54",NA,NA,NA,NA
"378",2011-06-22,"19.25","14.53",NA,NA,NA,NA
"379",2011-06-23,"19.25","13.25",NA,NA,NA,NA
"380",2011-06-24,"19.25","12.35",NA,NA,NA,NA
"381",2011-06-27,"17.97","12.82",NA,NA,NA,NA
"382",2011-06-28,"18.4","13.36",NA,NA,NA,NA
"383",2011-06-29,"18.75","13.03",NA,NA,NA,NA
"384",2011-06-30,"18.75","13.3",NA,NA,NA,NA
"385",2011-07-01,"18.75","13.13",NA,NA,NA,NA
"386",2011-07-04,"18.75","13.17",NA,NA,NA,NA
"387",2011-07-05,"18.75","13.4",NA,NA,NA,NA
"388",2011-07-06,"18.45","13.08",NA,NA,NA,NA
"389",2011-07-07,"18.2","12.87",NA,NA,NA,NA
"390",2011-07-08,"18.2","12.5",NA,NA,NA,NA
"391",2011-07-11,"18.2","11.89",NA,NA,NA,NA
"392",2011-07-12,"18.1","12.24",NA,NA,NA,NA
"393",2011-07-13,"18.1","11.84",NA,NA,NA,NA
"394",2011-07-14,"18.1","12.15",NA,NA,NA,NA
"395",2011-07-15,"18.1","12.27",NA,NA,NA,NA
"396",2011-07-18,"16.7","12.04",NA,NA,NA,NA
"397",2011-07-19,"16.7","12.18",NA,NA,NA,NA
"398",2011-07-20,"16.6","12.56",NA,NA,NA,NA
"399",2011-07-21,"16.6","12.92",NA,NA,NA,NA
"400",2011-07-22,"16.6","12.78",NA,NA,NA,NA
"401",2011-07-25,"16.6","12.74",NA,NA,NA,NA
"402",2011-07-26,"16.6","12.68",NA,NA,NA,NA
"403",2011-07-27,"16.6","12.25",NA,NA,NA,NA
"404",2011-07-28,"16.6","12.33",NA,NA,NA,NA
"405",2011-07-29,"16.6","12.09",NA,NA,NA,NA
"406",2011-08-01,"15.7","11.9",NA,NA,NA,NA
"407",2011-08-02,"15.1","11.55",NA,NA,NA,NA
"408",2011-08-03,"14.6","11.24",NA,NA,NA,NA
"409",2011-08-04,"14.6","11.17",NA,NA,NA,NA
"410",2011-08-05,"13.8","10.76",NA,NA,NA,NA
"411",2011-08-08,"13.8","10.57",NA,NA,NA,NA
"412",2011-08-09,"13.8","11.22",NA,NA,NA,NA
"413",2011-08-10,"13.8","11.43",NA,NA,NA,NA
"414",2011-08-11,"14.05","12.1",NA,NA,NA,NA
"415",2011-08-12,"14.05","12.28",NA,NA,NA,NA
"416",2011-08-15,"14.05","12.34",NA,NA,NA,NA
"417",2011-08-16,"15.1","12.19",NA,NA,NA,NA
"418",2011-08-17,"15.1","12.64",NA,NA,NA,NA
"419",2011-08-18,"15.25","12.18",NA,NA,NA,NA
"420",2011-08-19,"15.25","12.32",NA,NA,NA,NA
"421",2011-08-22,"15.3","12.4",NA,NA,NA,NA
"422",2011-08-23,"15.3","12.7",NA,NA,NA,NA
"423",2011-08-24,"15.3","13.02",NA,NA,NA,NA
"424",2011-08-25,"16.35","12.84",NA,NA,NA,NA
"425",2011-08-26,"16.35","13.02",NA,NA,NA,NA
"426",2011-08-29,"16.35","13.05",NA,NA,NA,NA
"427",2011-08-30,"16.35","13.25",NA,NA,NA,NA
"428",2011-08-31,"16.15","12.81",NA,NA,NA,NA
"429",2011-09-01,"16.15","12.71",NA,NA,NA,NA
"430",2011-09-02,"16.15","12.42",NA,NA,NA,NA
"431",2011-09-05,"16.15","12.26",NA,NA,NA,NA
"432",2011-09-06,"16.15","12.04",NA,NA,NA,NA
"433",2011-09-07,"16.15","12.29",NA,NA,NA,NA
"434",2011-09-08,"16.15","12.15",NA,NA,NA,NA
"435",2011-09-09,"16.15","11.76",NA,NA,NA,NA
"436",2011-09-12,"16.15","11.76",NA,NA,NA,NA
"437",2011-09-13,"14.55","11.89",NA,NA,NA,NA
"438",2011-09-14,"14.55","12.06",NA,NA,NA,NA
"439",2011-09-15,"14.55","12.23",NA,NA,NA,NA
"440",2011-09-16,"15.25","12.01",NA,NA,NA,NA
"441",2011-09-19,"15.25","11.7",NA,NA,NA,NA
"442",2011-09-20,"15.25","11.78",NA,NA,NA,NA
"443",2011-09-21,"15.25","11.69",NA,NA,NA,NA
"444",2011-09-22,"15.25","11.24",NA,NA,NA,NA
"445",2011-09-23,"15.25","11.3",NA,NA,NA,NA
"446",2011-09-26,"15.25","10.75",NA,NA,NA,NA
"447",2011-09-27,"15.25","10.71",NA,NA,NA,NA
"448",2011-09-28,"15.25","10.39",NA,NA,NA,NA
